0.000000000000000000e+00,0.000000000000000000e+00,-3.000000000000000000e+00,-8.259999999999763531e+00,-1.054999999999972715e+01,-8.559999999999945430e+00,-1.807999999999992724e+01,-1.267000000000007276e+01,-1.428999999999996362e+01,-1.607999999999992724e+01,-2.003999999999996362e+01,-1.580999999999994543e+01,-1.455999999999994543e+01,-1.734000000000014552e+01,-2.013999999999987267e+01,-1.596000000000003638e+01,-1.429999999999972715e+01,-1.582000000000016371e+01,-1.507000000000016371e+01,-1.238999999999987267e+01,-2.065000000000009095e+01,-2.757999999999992724e+01,-3.150999999999976353e+01,-2.752999999999974534e+01,-2.523999999999978172e+01,-2.532000000000016371e+01,-2.444000000000005457e+01,-2.803999999999996362e+01,-3.094000000000005457e+01,-2.957000000000016371e+01,-2.755999999999994543e+01
1.000000000000000000e+00,0.000000000000000000e+00,1.200000000003456080e-01,-4.099999999998544808e-01,-2.559999999999945430e+00,1.500000000000909495e-01,-1.649999999999636202e+00,-5.139999999999872671e+00,-5.089999999999690772e+00,-8.059999999999945430e+00,-9.049999999999727152e+00,-1.489999999999963620e+01,-1.826999999999998181e+01,-1.617999999999983629e+01,-1.541999999999961801e+01,-1.379999999999972715e+01,-1.288999999999987267e+01,-1.286999999999989086e+01,-1.017999999999983629e+01,-1.269999999999981810e+01,-9.210000000000036380e+00,-6.649999999999636202e+00,-5.429999999999836291e+00,-6.129999999999654392e+00,-3.419999999999618012e+00,-4.480000000000018190e+00,-4.849999999999909051e+00,-4.469999999999799911e+00,-4.679999999999836291e+00,-2.099999999999909051e+00,-2.799999999997453415e-01
2.000000000000000000e+00,0.000000000000000000e+00,-2.800000000000181899e+00,-3.460000000000036380e+00,-5.800000000000181899e+00,-3.860000000000127329e+00,-2.600000000000363798e+00,-5.300000000000181899e+00,-4.810000000000400178e+00,-3.300000000000181899e+00,-2.800000000002000888e-01,1.329999999999927240e+00,6.799999999998362910e-01,2.299999999999727152e+00,1.649999999999636202e+00,-9.320000000000163709e+00,-1.174000000000023647e+01,-1.149000000000023647e+01,-1.937000000000034561e+01,-1.180000000000018190e+01,-1.087000000000034561e+01,-1.274000000000023647e+01,-1.301999999999998181e+01,-1.599000000000023647e+01,-1.415000000000009095e+01,-1.492000000000007276e+01,-1.680000000000018190e+01,-1.688000000000010914e+01,-1.953000000000020009e+01,-2.530000000000018190e+01,-1.960000000000036380e+01
3.000000000000000000e+00,0.000000000000000000e+00,-1.949999999999818101e+00,-9.579999999999927240e+00,-1.367999999999983629e+01,-1.363999999999987267e+01,-1.835999999999967258e+01,-2.232999999999992724e+01,-1.569999999999981810e+01,-1.669000000000005457e+01,-1.977999999999974534e+01,-1.307999999999992724e+01,-1.091999999999961801e+01,-9.359999999999672582e+00,-1.102999999999974534e+01,-1.271999999999979991e+01,-1.527999999999974534e+01,-1.717999999999983629e+01,-1.750000000000000000e+01,-1.635999999999967258e+01,-1.653999999999996362e+01,-1.950000000000000000e+01,-1.775999999999976353e+01,-1.851999999999998181e+01,-2.011999999999989086e+01,-1.734999999999990905e+01,-1.417999999999983629e+01,-1.556999999999970896e+01,-1.541999999999961801e+01,-1.957999999999992724e+01,-1.767999999999983629e+01
4.000000000000000000e+00,0.000000000000000000e+00,-1.110000000000127329e+00,1.619999999999890861e+00,-3.400000000001455192e-01,-5.759999999999763531e+00,-2.529999999999745341e+00,-5.599999999999454303e-01,1.450000000000272848e+00,6.199999999998908606e-01,-2.329999999999927240e+00,-5.699999999997089617e-01,-2.110000000000127329e+00,-1.110000000000127329e+00,-2.299999999999727152e+00,-4.069999999999708962e+00,-2.329999999999927240e+00,-2.690000000000054570e+00,-7.300000000000181899e-01,-8.499999999999090505e-01,-1.500000000000000000e+00,4.900000000002364686e-01,-3.039999999999963620e+00,-8.199999999997089617e-01,-8.319999999999708962e+00,-3.869999999999890861e+00,-1.032999999999992724e+01,-1.146000000000003638e+01,-8.940000000000054570e+00,-1.680999999999994543e+01,-1.607999999999992724e+01
5.000000000000000000e+00,0.000000000000000000e+00,1.899999999999636202e+00,-9.800000000000181899e-01,-1.570000000000163709e+00,-1.740000000000236469e+00,-4.030000000000200089e+00,-6.510000000000218279e+00,-9.510000000000218279e+00,-1.156000000000040018e+01,-1.982000000000016371e+01,-1.851000000000021828e+01,-1.682000000000016371e+01,-1.949000000000023647e+01,-1.971000000000003638e+01,-2.151000000000021828e+01,-1.865000000000009095e+01,-1.866000000000030923e+01,-1.401000000000021828e+01,-1.549000000000023647e+01,-9.510000000000218279e+00,-7.510000000000218279e+00,-9.660000000000309228e+00,-9.730000000000018190e+00,-7.900000000000090949e+00,-9.880000000000109139e+00,-1.506000000000040018e+01,-1.254000000000041837e+01,-1.181000000000040018e+01,-1.090000000000009095e+01,-1.216000000000030923e+01
6.000000000000000000e+00,0.000000000000000000e+00,1.070000000000163709e+00,-1.750000000000000000e+00,-4.499999999998181011e-01,-3.599999999999909051e+00,-1.840000000000145519e+00,-2.460000000000036380e+00,-5.000000000000000000e+00,-3.940000000000054570e+00,-7.010000000000218279e+00,-7.000000000000000000e+00,-8.750000000000000000e+00,-7.619999999999890861e+00,-5.849999999999909051e+00,-5.820000000000163709e+00,-7.750000000000000000e+00,-7.500000000000000000e+00,-9.409999999999854481e+00,-7.150000000000090949e+00,-9.260000000000218279e+00,-4.559999999999945430e+00,-1.280000000000200089e+00,-1.750000000000000000e+00,-3.600000000001273293e-01,2.420000000000072760e+00,3.269999999999981810e+00,3.250000000000000000e+00,3.860000000000127329e+00,4.519999999999981810e+00,3.219999999999799911e+00
7.000000000000000000e+00,0.000000000000000000e+00,-1.570000000000163709e+00,-3.309999999999945430e+00,-4.299999999998362910e-01,-2.119999999999890861e+00,-3.159999999999854481e+00,-8.699999999998908606e-01,9.800000000000181899e-01,1.999999999998181011e-02,2.949999999999818101e+00,3.940000000000054570e+00,2.820000000000163709e+00,5.519999999999981810e+00,4.750000000000000000e+00,5.489999999999781721e+00,7.690000000000054570e+00,7.539999999999963620e+00,6.460000000000036380e+00,4.090000000000145519e+00,4.900000000000090949e+00,6.820000000000163709e+00,6.480000000000018190e+00,7.940000000000054570e+00,1.246999999999979991e+01,1.482999999999992724e+01,1.609000000000014552e+01,2.038000000000010914e+01,1.753000000000020009e+01,1.903000000000020009e+01,1.730000000000018190e+01
8.000000000000000000e+00,0.000000000000000000e+00,3.949999999999818101e+00,5.730000000000018190e+00,4.730000000000018190e+00,9.400000000000090949e+00,9.030000000000200089e+00,6.320000000000163709e+00,1.026000000000021828e+01,9.210000000000036380e+00,1.132000000000016371e+01,1.073000000000001819e+01,1.244999999999981810e+01,1.263999999999987267e+01,1.082999999999992724e+01,9.010000000000218279e+00,1.153999999999996362e+01,9.730000000000018190e+00,9.730000000000018190e+00,1.128000000000020009e+01,1.067999999999983629e+01,1.028999999999996362e+01,1.030000000000018190e+01,1.242999999999983629e+01,1.348000000000001819e+01,1.363000000000010914e+01,1.351999999999998181e+01,1.373000000000001819e+01,1.396000000000003638e+01,1.376999999999998181e+01,1.369000000000005457e+01
9.000000000000000000e+00,0.000000000000000000e+00,-5.000000000000000000e-01,5.999999999999090505e-01,2.600000000002182787e-01,-1.500000000000000000e+00,3.299999999999272404e-01,7.000000000016370905e-02,-1.820000000000163709e+00,-7.639999999999872671e+00,-7.920000000000072760e+00,-8.690000000000054570e+00,-6.230000000000018190e+00,-6.489999999999781721e+00,-3.449999999999818101e+00,-5.340000000000145519e+00,-2.750000000000000000e+00,-1.730000000000018190e+00,-1.300000000000181899e+00,-1.860000000000127329e+00,-1.650000000000090949e+00,-4.539999999999963620e+00,-5.239999999999781721e+00,-2.530000000000200089e+00,-1.500000000000000000e+00,-3.090000000000145519e+00,-3.500000000000000000e+00,-2.730000000000018190e+00,-4.949999999999818101e+00,-5.000000000000000000e+00,-5.659999999999854481e+00
